POS CM 40365 DORIS MONITOR 
1.459999999999999964e+00 1.600000000000000000e+01 1.600000000000000000e+01 5.621160000000000000e+05 9.247250000000000000e+05
1.465000000000000080e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.621030000000000000e+05 9.248330000000000000e+05
1.469999999999999973e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.621050000000000000e+05 9.247940000000000000e+05
1.475000000000000089e+00 1.600000000000000000e+01 1.600000000000000000e+01 5.620870000000000000e+05 9.246310000000000000e+05
1.479999999999999982e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.620670000000000000e+05 9.246080000000000000e+05
1.485000000000000098e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.620670000000000000e+05 9.245680000000000000e+05
1.489999999999999991e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.620350000000000000e+05 9.245200000000000000e+05
1.495000000000000107e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.620250000000000000e+05 9.245710000000000000e+05
1.500000000000000000e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.620290000000000000e+05 9.245750000000000000e+05
1.504999999999999893e+00 1.700000000000000000e+01 1.700000000000000000e+01 5.620050000000000000e+05 9.246350000000000000e+05
1.510000000000000009e+00 1.800000000000000000e+01 1.800000000000000000e+01 5.619890000000000000e+05 9.245880000000000000e+05
1.514999999999999902e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.619960000000000000e+05 9.245740000000000000e+05
1.520000000000000018e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.619720000000000000e+05 9.245030000000000000e+05
1.524999999999999911e+00 1.600000000000000000e+01 1.600000000000000000e+01 5.619180000000000000e+05 9.243910000000000000e+05
1.530000000000000027e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.618980000000000000e+05 9.243430000000000000e+05
1.534999999999999920e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.618840000000000000e+05 9.243740000000000000e+05
1.540000000000000036e+00 2.100000000000000000e+01 2.100000000000000000e+01 5.619020000000000000e+05 9.244340000000000000e+05
1.544999999999999929e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.618730000000000000e+05 9.244070000000000000e+05
1.550000000000000044e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.618510000000000000e+05 9.243250000000000000e+05
1.554999999999999938e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.618490000000000000e+05 9.243140000000000000e+05
1.560000000000000053e+00 2.100000000000000000e+01 2.100000000000000000e+01 5.618310000000000000e+05 9.243370000000000000e+05
1.564999999999999947e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.618360000000000000e+05 9.243390000000000000e+05
1.570000000000000062e+00 1.700000000000000000e+01 1.700000000000000000e+01 5.618230000000000000e+05 9.243670000000000000e+05
1.574999999999999956e+00 1.700000000000000000e+01 1.700000000000000000e+01 5.617930000000000000e+05 9.242660000000000000e+05
1.580000000000000071e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.617540000000000000e+05 9.241860000000000000e+05
1.584999999999999964e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.617650000000000000e+05 9.242420000000000000e+05
1.590000000000000080e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.617660000000000000e+05 9.242630000000000000e+05
1.594999999999999973e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.617390000000000000e+05 9.242070000000000000e+05
1.600000000000000089e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.617320000000000000e+05 9.241550000000000000e+05
1.604999999999999982e+00 4.000000000000000000e+00 4.000000000000000000e+00 5.617160000000000000e+05 9.242190000000000000e+05
1.610000000000000098e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.617140000000000000e+05 9.242090000000000000e+05
1.614999999999999991e+00 2.200000000000000000e+01 2.200000000000000000e+01 5.616860000000000000e+05 9.241220000000000000e+05
1.620000000000000107e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.616750000000000000e+05 9.241010000000000000e+05
1.625000000000000000e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.616610000000000000e+05 9.240220000000000000e+05
1.629999999999999893e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.616480000000000000e+05 9.240100000000000000e+05
1.635000000000000009e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.616380000000000000e+05 9.239780000000000000e+05
1.639999999999999902e+00 1.600000000000000000e+01 1.600000000000000000e+01 5.616040000000000000e+05 9.239330000000000000e+05
1.645000000000000018e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.616000000000000000e+05 9.238900000000000000e+05
1.649999999999999911e+00 6.000000000000000000e+00 6.000000000000000000e+00 5.616030000000000000e+05 9.239130000000000000e+05
1.655000000000000027e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.615900000000000000e+05 9.239910000000000000e+05
1.659999999999999920e+00 2.000000000000000000e+01 2.000000000000000000e+01 5.615600000000000000e+05 9.239170000000000000e+05
1.665000000000000036e+00 1.800000000000000000e+01 1.800000000000000000e+01 5.615600000000000000e+05 9.239760000000000000e+05
1.669999999999999929e+00 2.200000000000000000e+01 2.200000000000000000e+01 5.615570000000000000e+05 9.240280000000000000e+05
1.675000000000000044e+00 1.600000000000000000e+01 1.600000000000000000e+01 5.615480000000000000e+05 9.240250000000000000e+05
1.679999999999999938e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.615590000000000000e+05 9.241020000000000000e+05
1.685000000000000053e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.615210000000000000e+05 9.240310000000000000e+05
1.689999999999999947e+00 2.000000000000000000e+01 2.000000000000000000e+01 5.615110000000000000e+05 9.240360000000000000e+05
1.695000000000000062e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.614850000000000000e+05 9.239740000000000000e+05
1.699999999999999956e+00 1.700000000000000000e+01 1.700000000000000000e+01 5.614550000000000000e+05 9.239240000000000000e+05
1.705000000000000071e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.614400000000000000e+05 9.238630000000000000e+05
1.709999999999999964e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.614100000000000000e+05 9.237940000000000000e+05
1.715000000000000080e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.613890000000000000e+05 9.237550000000000000e+05
1.719999999999999973e+00 1.600000000000000000e+01 1.600000000000000000e+01 5.613930000000000000e+05 9.238510000000000000e+05
1.725000000000000089e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.614170000000000000e+05 9.238120000000000000e+05
1.729999999999999982e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.614140000000000000e+05 9.238980000000000000e+05
1.735000000000000098e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.613950000000000000e+05 9.238660000000000000e+05
1.739999999999999991e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.613700000000000000e+05 9.238390000000000000e+05
1.745000000000000107e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.613550000000000000e+05 9.237500000000000000e+05
1.750000000000000000e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.613410000000000000e+05 9.237050000000000000e+05
1.754999999999999893e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.613280000000000000e+05 9.237660000000000000e+05
1.760000000000000009e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.613350000000000000e+05 9.237070000000000000e+05
1.764999999999999902e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.613160000000000000e+05 9.236720000000000000e+05
1.770000000000000018e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.612920000000000000e+05 9.235770000000000000e+05
1.774999999999999911e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.612780000000000000e+05 9.236230000000000000e+05
1.780000000000000027e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.612560000000000000e+05 9.236700000000000000e+05
1.784999999999999920e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.612410000000000000e+05 9.236720000000000000e+05
1.790000000000000036e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.612330000000000000e+05 9.236070000000000000e+05
1.794999999999999929e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.612150000000000000e+05 9.236450000000000000e+05
1.800000000000000044e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.612050000000000000e+05 9.236370000000000000e+05
1.804999999999999938e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.611960000000000000e+05 9.234330000000000000e+05
1.810000000000000053e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.611730000000000000e+05 9.234270000000000000e+05
1.814999999999999947e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.611780000000000000e+05 9.234080000000000000e+05
1.820000000000000062e+00 1.600000000000000000e+01 1.600000000000000000e+01 5.611550000000000000e+05 9.233880000000000000e+05
1.824999999999999956e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.611290000000000000e+05 9.233730000000000000e+05
1.830000000000000071e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.611500000000000000e+05 9.234290000000000000e+05
1.834999999999999964e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.611090000000000000e+05 9.235250000000000000e+05
1.840000000000000080e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.611080000000000000e+05 9.235080000000000000e+05
1.844999999999999973e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.611050000000000000e+05 9.235340000000000000e+05
1.850000000000000089e+00 1.600000000000000000e+01 1.600000000000000000e+01 5.610880000000000000e+05 9.233980000000000000e+05
1.854999999999999982e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.610650000000000000e+05 9.233310000000000000e+05
1.860000000000000098e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.610470000000000000e+05 9.233220000000000000e+05
1.864999999999999991e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.610380000000000000e+05 9.232160000000000000e+05
1.870000000000000107e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.610210000000000000e+05 9.231470000000000000e+05
1.875000000000000000e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.610340000000000000e+05 9.232120000000000000e+05
1.879999999999999893e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.610080000000000000e+05 9.231690000000000000e+05
1.885000000000000009e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.609910000000000000e+05 9.230760000000000000e+05
1.889999999999999902e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.609920000000000000e+05 9.231180000000000000e+05
1.895000000000000018e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.609890000000000000e+05 9.230600000000000000e+05
1.899999999999999911e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.609630000000000000e+05 9.228780000000000000e+05
1.905000000000000027e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.609450000000000000e+05 9.228210000000000000e+05
1.909999999999999920e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.609250000000000000e+05 9.227250000000000000e+05
1.915000000000000036e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.609220000000000000e+05 9.225580000000000000e+05
1.919999999999999929e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.609070000000000000e+05 9.225170000000000000e+05
1.925000000000000044e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.608990000000000000e+05 9.224830000000000000e+05
1.929999999999999938e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.608720000000000000e+05 9.226820000000000000e+05
1.935000000000000053e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.608670000000000000e+05 9.226600000000000000e+05
1.939999999999999947e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.608610000000000000e+05 9.226250000000000000e+05
1.945000000000000062e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.608590000000000000e+05 9.226530000000000000e+05
1.949999999999999956e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.608240000000000000e+05 9.225700000000000000e+05
1.955000000000000071e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.608010000000000000e+05 9.225740000000000000e+05
1.959999999999999964e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.608040000000000000e+05 9.225570000000000000e+05
1.965000000000000080e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.608070000000000000e+05 9.225330000000000000e+05
1.969999999999999973e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.607850000000000000e+05 9.224470000000000000e+05
1.975000000000000089e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.607880000000000000e+05 9.224470000000000000e+05
1.979999999999999982e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.607870000000000000e+05 9.224850000000000000e+05
1.985000000000000098e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.607860000000000000e+05 9.224510000000000000e+05
1.989999999999999991e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.607610000000000000e+05 9.223950000000000000e+05
1.995000000000000107e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.607570000000000000e+05 9.224140000000000000e+05
2.000000000000000000e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.607290000000000000e+05 9.223290000000000000e+05
2.004999999999999893e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.607200000000000000e+05 9.223030000000000000e+05
2.009999999999999787e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.607190000000000000e+05 9.223710000000000000e+05
2.015000000000000124e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.606930000000000000e+05 9.223170000000000000e+05
2.020000000000000018e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.606910000000000000e+05 9.223430000000000000e+05
2.024999999999999911e+00 2.100000000000000000e+01 2.100000000000000000e+01 5.606770000000000000e+05 9.222820000000000000e+05
2.029999999999999805e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.606610000000000000e+05 9.223270000000000000e+05
2.035000000000000142e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.606320000000000000e+05 9.223130000000000000e+05
2.040000000000000036e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.606290000000000000e+05 9.223460000000000000e+05
2.044999999999999929e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.605950000000000000e+05 9.222310000000000000e+05
2.049999999999999822e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.605940000000000000e+05 9.223110000000000000e+05
2.055000000000000160e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.605740000000000000e+05 9.221310000000000000e+05
2.060000000000000053e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.605690000000000000e+05 9.221360000000000000e+05
2.064999999999999947e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.605420000000000000e+05 9.221110000000000000e+05
2.069999999999999840e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.605310000000000000e+05 9.221220000000000000e+05
2.075000000000000178e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.605230000000000000e+05 9.221820000000000000e+05
2.080000000000000071e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.605080000000000000e+05 9.221730000000000000e+05
2.084999999999999964e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.604790000000000000e+05 9.220660000000000000e+05
2.089999999999999858e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.604660000000000000e+05 9.220640000000000000e+05
2.095000000000000195e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.604410000000000000e+05 9.221030000000000000e+05
2.100000000000000089e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.604470000000000000e+05 9.220880000000000000e+05
2.104999999999999982e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.604500000000000000e+05 9.220970000000000000e+05
2.109999999999999876e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.604150000000000000e+05 9.219840000000000000e+05
2.115000000000000213e+00 1.600000000000000000e+01 1.600000000000000000e+01 5.603870000000000000e+05 9.219510000000000000e+05
2.120000000000000107e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.603800000000000000e+05 9.219570000000000000e+05
2.125000000000000000e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.603820000000000000e+05 9.219690000000000000e+05
2.129999999999999893e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.603620000000000000e+05 9.219160000000000000e+05
2.134999999999999787e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.603260000000000000e+05 9.219000000000000000e+05
2.140000000000000124e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.603120000000000000e+05 9.219150000000000000e+05
2.145000000000000018e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.603040000000000000e+05 9.219410000000000000e+05
2.149999999999999911e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.602810000000000000e+05 9.218510000000000000e+05
2.154999999999999805e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.602910000000000000e+05 9.218420000000000000e+05
2.160000000000000142e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.602710000000000000e+05 9.218280000000000000e+05
2.165000000000000036e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.602420000000000000e+05 9.218000000000000000e+05
2.169999999999999929e+00 1.800000000000000000e+01 1.800000000000000000e+01 5.602530000000000000e+05 9.218030000000000000e+05
2.174999999999999822e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.602280000000000000e+05 9.217490000000000000e+05
2.180000000000000160e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.602240000000000000e+05 9.217880000000000000e+05
2.185000000000000053e+00 6.000000000000000000e+00 6.000000000000000000e+00 5.601900000000000000e+05 9.218050000000000000e+05
2.189999999999999947e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.601870000000000000e+05 9.217350000000000000e+05
2.194999999999999840e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.601590000000000000e+05 9.216620000000000000e+05
2.200000000000000178e+00 6.000000000000000000e+00 6.000000000000000000e+00 5.601410000000000000e+05 9.216770000000000000e+05
2.205000000000000071e+00 6.000000000000000000e+00 6.000000000000000000e+00 5.601250000000000000e+05 9.216600000000000000e+05
2.209999999999999964e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.601160000000000000e+05 9.216440000000000000e+05
2.214999999999999858e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.601120000000000000e+05 9.216290000000000000e+05
2.220000000000000195e+00 6.000000000000000000e+00 6.000000000000000000e+00 5.601110000000000000e+05 9.216490000000000000e+05
2.225000000000000089e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.600880000000000000e+05 9.216170000000000000e+05
2.229999999999999982e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.600910000000000000e+05 9.215950000000000000e+05
2.234999999999999876e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.600530000000000000e+05 9.215450000000000000e+05
2.240000000000000213e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.600300000000000000e+05 9.214460000000000000e+05
2.245000000000000107e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.600260000000000000e+05 9.214320000000000000e+05
2.250000000000000000e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.600240000000000000e+05 9.214810000000000000e+05
2.254999999999999893e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.599990000000000000e+05 9.214360000000000000e+05
2.259999999999999787e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.599840000000000000e+05 9.213720000000000000e+05
2.265000000000000124e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.599620000000000000e+05 9.212330000000000000e+05
2.270000000000000018e+00 1.700000000000000000e+01 1.700000000000000000e+01 5.599700000000000000e+05 9.212200000000000000e+05
2.274999999999999911e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.599580000000000000e+05 9.211480000000000000e+05
2.279999999999999805e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.599530000000000000e+05 9.212580000000000000e+05
2.285000000000000142e+00 2.100000000000000000e+01 2.100000000000000000e+01 5.599380000000000000e+05 9.212170000000000000e+05
2.290000000000000036e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.599430000000000000e+05 9.212000000000000000e+05
2.294999999999999929e+00 3.000000000000000000e+00 3.000000000000000000e+00 5.599240000000000000e+05 9.212050000000000000e+05
2.299999999999999822e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.598990000000000000e+05 9.212790000000000000e+05
2.305000000000000160e+00 1.700000000000000000e+01 1.700000000000000000e+01 5.598870000000000000e+05 9.214030000000000000e+05
2.310000000000000053e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.598910000000000000e+05 9.214520000000000000e+05
2.314999999999999947e+00 1.600000000000000000e+01 1.600000000000000000e+01 5.598770000000000000e+05 9.213600000000000000e+05
2.319999999999999840e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.598570000000000000e+05 9.213720000000000000e+05
2.325000000000000178e+00 6.000000000000000000e+00 6.000000000000000000e+00 5.598400000000000000e+05 9.213530000000000000e+05
2.330000000000000071e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.598330000000000000e+05 9.213120000000000000e+05
2.334999999999999964e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.598350000000000000e+05 9.213390000000000000e+05
2.339999999999999858e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.598190000000000000e+05 9.213890000000000000e+05
2.345000000000000195e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.597850000000000000e+05 9.213470000000000000e+05
2.350000000000000089e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.597690000000000000e+05 9.212080000000000000e+05
2.354999999999999982e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.597460000000000000e+05 9.210500000000000000e+05
2.359999999999999876e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.597360000000000000e+05 9.209810000000000000e+05
2.365000000000000213e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.597420000000000000e+05 9.210190000000000000e+05
2.370000000000000107e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.597350000000000000e+05 9.209730000000000000e+05
2.375000000000000000e+00 1.600000000000000000e+01 1.600000000000000000e+01 5.597020000000000000e+05 9.209560000000000000e+05
2.379999999999999893e+00 6.000000000000000000e+00 6.000000000000000000e+00 5.596860000000000000e+05 9.209080000000000000e+05
2.384999999999999787e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.596870000000000000e+05 9.209600000000000000e+05
2.390000000000000124e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.596950000000000000e+05 9.209590000000000000e+05
2.395000000000000018e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.596810000000000000e+05 9.209470000000000000e+05
2.399999999999999911e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.596700000000000000e+05 9.209720000000000000e+05
2.404999999999999805e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.596530000000000000e+05 9.209030000000000000e+05
2.410000000000000142e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.596410000000000000e+05 9.208120000000000000e+05
2.415000000000000036e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.596330000000000000e+05 9.207900000000000000e+05
2.419999999999999929e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.596240000000000000e+05 9.207350000000000000e+05
2.424999999999999822e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.596100000000000000e+05 9.207520000000000000e+05
2.430000000000000160e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.595940000000000000e+05 9.207010000000000000e+05
2.435000000000000053e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.595750000000000000e+05 9.205820000000000000e+05
2.439999999999999947e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.595630000000000000e+05 9.206760000000000000e+05
2.444999999999999840e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.595540000000000000e+05 9.205880000000000000e+05
2.450000000000000178e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.595500000000000000e+05 9.205220000000000000e+05
2.455000000000000071e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.595310000000000000e+05 9.204170000000000000e+05
2.459999999999999964e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.595060000000000000e+05 9.204360000000000000e+05
2.464999999999999858e+00 1.700000000000000000e+01 1.700000000000000000e+01 5.594870000000000000e+05 9.203960000000000000e+05
2.470000000000000195e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.594630000000000000e+05 9.205260000000000000e+05
2.475000000000000089e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.594540000000000000e+05 9.205270000000000000e+05
2.479999999999999982e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.594320000000000000e+05 9.205370000000000000e+05
2.484999999999999876e+00 1.600000000000000000e+01 1.600000000000000000e+01 5.594230000000000000e+05 9.204460000000000000e+05
2.490000000000000213e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.594210000000000000e+05 9.204840000000000000e+05
2.495000000000000107e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.594140000000000000e+05 9.204650000000000000e+05
2.500000000000000000e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.594090000000000000e+05 9.203590000000000000e+05
2.504999999999999893e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.593890000000000000e+05 9.203230000000000000e+05
2.509999999999999787e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.593880000000000000e+05 9.203330000000000000e+05
2.515000000000000124e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.593850000000000000e+05 9.203000000000000000e+05
2.520000000000000018e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.593790000000000000e+05 9.202390000000000000e+05
2.524999999999999911e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.593630000000000000e+05 9.202290000000000000e+05
2.529999999999999805e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.593560000000000000e+05 9.201740000000000000e+05
2.535000000000000142e+00 1.600000000000000000e+01 1.600000000000000000e+01 5.593420000000000000e+05 9.201390000000000000e+05
2.540000000000000036e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.593140000000000000e+05 9.199710000000000000e+05
2.544999999999999929e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.592850000000000000e+05 9.199600000000000000e+05
2.549999999999999822e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.592640000000000000e+05 9.200440000000000000e+05
2.555000000000000160e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.592650000000000000e+05 9.198790000000000000e+05
2.560000000000000053e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.592590000000000000e+05 9.198550000000000000e+05
2.564999999999999947e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.592340000000000000e+05 9.199720000000000000e+05
2.569999999999999840e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.592330000000000000e+05 9.199360000000000000e+05
2.575000000000000178e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.592160000000000000e+05 9.198460000000000000e+05
2.580000000000000071e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.591950000000000000e+05 9.199090000000000000e+05
2.584999999999999964e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.591900000000000000e+05 9.198570000000000000e+05
2.589999999999999858e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.591760000000000000e+05 9.198430000000000000e+05
2.595000000000000195e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.591670000000000000e+05 9.197040000000000000e+05
2.600000000000000089e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.591600000000000000e+05 9.197130000000000000e+05
2.604999999999999982e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.591370000000000000e+05 9.196970000000000000e+05
2.609999999999999876e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.591270000000000000e+05 9.197330000000000000e+05
2.615000000000000213e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.591180000000000000e+05 9.197260000000000000e+05
2.620000000000000107e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.591110000000000000e+05 9.196800000000000000e+05
